,Unnamed: 0,enrollee_id,city,city_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,Additional Info,Approval
111,111,33177,16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11.0,50-99,Pvt Ltd,1.0,8,"To obtain a position as a software professional in an organization that offers a challenging environment 
and utilizes my skills and knowledge in the areas of research and development of new high-tech products.",2
112,112,22143,103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,20.0,5000-9999,Pvt Ltd,1.0,34,"To Obtain a meaningful and Challenging position that enables me to learn and allow for advancement and at the same time benefit out to the organization with my research, creativity, supervisory and influential skills.",2
113,113,22264,160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,6.0,,,1.0,58,NONE,2
114,114,17034,103,0.92,,Has relevent experience,Full time course,Graduate,STEM,5.0,10000+,Other,0.0,48,"Seeking a entry level position to apply the knowledge that I have learned and explore skills, 
abilities, towards my duties and to excel in field of Java.",2
115,115,27002,21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,7.0,50-99,Pvt Ltd,4.0,58,"Current Employer: Byta Tech (2018 October to Present) 
 
 Strong Object Oriented concepts for software design and implementation 
 Experience in Java, J2EE, JPA, Spring boot, Maven 
 Experience in handling Restful web services 
 Experience in MySQL & Elastic(Basic knowledge in elastic) 
 Proficient in coding and developing the new program 
 Basic knowledge of Micro-services 
 basic knowledge of jenkins and docker",2
116,116,21318,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9.0,1000-4999,Pvt Ltd,1.0,7,NONE,2
117,117,12308,143,0.74,,No relevent experience,no_enrollment,Graduate,STEM,10.0,1000-4999,Public Sector,4.0,84,"Application Developer with 4 years of work experience in WebService / API development, Web application 
development and demonstrated knowledge of working in IT application development and maintenance. 
Skilled in java, spring ,Perl, HTML, CSS, JavaScript, MySql, Linux.",2
118,118,842,21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,7.0,,,1.0,12,To seek challenging position and dedicate my service to a company and contribute my talents and skills for the progress of organization which leads me to have the job satisfaction.,2
119,119,4926,103,0.92,Male,No relevent experience,no_enrollment,High School,,1.0,,,0.0,22,"Aspiring for a technical growth oriented career where my knowledge is fully utilized to impact the organization development and enrich my professional skills. 
 
BASIC ACADEMIC CREDENTIALS",2
120,120,3,99,0.915,,No relevent experience,Full time course,High School,,6.0,,Pvt Ltd,0.0,44,NONE,2
121,121,19567,21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,12.0,1000-4999,Pvt Ltd,1.0,42,"Seeking an opportunity to work under an institution that enables me to develop my career, knowledge and inherent abilities.",2
122,122,12809,61,0.9129999999999999,Male,Has relevent experience,no_enrollment,High School,,3.0,100-500,Pvt Ltd,1.0,48,"To work for an organisation which provides me the opportunity to improve my skills and knowledge 
to growth along with the organisation objective.",2
123,123,22682,71,0.884,Male,No relevent experience,no_enrollment,Masters,STEM,2.0,1000-4999,Pvt Ltd,1.0,196,"Keen interest in Software Development and possesses a proficiency in Java, J2ee. 
Having 2.2 Years of experience in Development of Web application using JAVA/J2EE technologies such as Jsp, Servlet, JDBC, Spring MVC and Hibernate. Further web technologies such as HTML, Css, Bootstrap, JavaScript, Jquery, Json and XML.",2
124,124,1216,173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,20.0,1000-4999,Pvt Ltd,2.0,80,I seek challenging opportunities where I can fully use my skills for the success of the organization. I want to succeed in an environment of growth and excellence to meet personal and organizational goals.,1
125,125,4417,103,0.92,,No relevent experience,no_enrollment,,,,,,,99,"To utilize my skills and abilities in an organization that offers professional 
growth while being resourceful, innovative and flexible. 
 
Academic Skills",2
126,126,24162,21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,1.0, 10,Pvt Ltd,1.0,48,NONE,2
127,127,16873,103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,20.0,5000-9999,Pvt Ltd,4.0,95," Seeking a position to utilize my skills and abilities in the Information Technology Industry .To implement my exceptional software development skill using new and improve technological tools and technique for development of the organization. 
Professional Skill 
Java Development courses for QUASTECH. 
 Core Java",1
128,128,21920,16,0.91,Female,No relevent experience,no_enrollment,Phd,STEM,19.0,1000-4999,NGO,1.0,64,"To work in a competitive environment that effectively utilizes my analytical, interpersonal, leadership and organizational skills to conceive and achieve solutions. The solutions which help the organization in not only meeting its targets, but also allowing it to grow, thereby, enhancing my own skills as an individual and as a key player in the organization's development.",1
129,129,24230,21,0.624,,Has relevent experience,Full time course,Masters,No Major,1.0, 10,Early Stage Startup,,17,"To pursue a challenging career and be a part of progressive organization that gives a scope to enhance my knowledge and utilizing my skills towards the growth of the organization. 
 
CORE STRENGTH 
 
 Motivation and willingness to learn new skills and create new things. 
 Can work independently or part of group.",2
130,130,5189,16,0.91,,No relevent experience,no_enrollment,High School,,1.0,,,1.0,64,NONE,2
131,131,24396,70,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,18.0,100-500,Pvt Ltd,2.0,54,"Name 
Address 
Gender",2
132,132,770,73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,20.0,50-99,Pvt Ltd,1.0,12," Hands on experience in Java, Spring 
 Possess good communication skills, ability to jell as a good team player. 
 Adaptive to learn new Technologies. 
 Develop application code for java program 
 Easily mingle with any Environment and hardworking nature. 
 Designing, implementing and maintaining Java applications that are often high volume and low-latency, required for mission-critical systems 
 Successfully delivered projects under strict schedules and quality control. 
 Develop new and update existing projects. 
 Promote a positive work environment through high personal and performance standards. 
 Worked on different Application Servers like Web-Logic, Apache Tomcat and JBoss. 
 Extensive usage of different IDEs like Ecllipse, NetBeans. 
 Proficient in Java Servlets 
 Proficiency in Core Java Concepts such as Threads, Exceptional Handling, Collections to implement various features.",2
133,133,30913,103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,20.0, 10,Pvt Ltd,4.0,19,To work in a professional atmosphere that enables to cope up with the emerging as well as the latest technologies which widens my knowledge.,2
134,134,14566,69,0.856,Female,Has relevent experience,Part time course,Graduate,STEM,7.0,500-999,Pvt Ltd,1.0,145,"I have 2 Years experience in developing Java based Web 
Applications Standalone Applications Involved in Analysis, 
Design, Implementation, Testing, Debugging Maintenance of 
Java Applications",2
135,135,15634,61,0.9129999999999999,Male,Has relevent experience,no_enrollment,Graduate,No Major,11.0,100-500,Pvt Ltd,4.0,50,NONE,2
136,136,18163,64,0.6659999999999999,,Has relevent experience,no_enrollment,High School,,2.0,,,0.0,135," 2 Years of IT experience as software Developer. 
 Experienced in Agile Development process for diverse requirements. 
 Experience in full life cycle Application Software Development covering Enterprises application and Web Domains. 
 Experience in developing application using Core Java, jdbc, html5, javascript, jquery, REST Api and Node. 
 Have good interpersonal skills, committed, result oriented, hard working with a quest and zeal to learn new technologies.",2
137,137,16673,21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,1.0,,,1.0,3,NONE,2
138,138,18805,16,0.91,Male,No relevent experience,no_enrollment,Phd,Humanities,20.0,,,4.0,27,#NAME?,2
139,139,15367,103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,1.0,,,1.0,24,NONE,2
140,140,22556,21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5.0,10/49,Funded Startup,1.0,120," Corporate professional with 2.1 years of industrial experience (including 9 months of Organization Executive). 
 A Software Developer with more than 1.1years experience into Design, Analysis, Testing, Maintenance and User Interface implementation. 
 Skilled Web developer with proven expertise in using new tools and technical developments. 
 Have working knowledge of Core JAVA, J2EE, HTML, CSS, Mysql, JavaScript, JQuery, WordPress & debugging skills. 
 Possess good inter-personal, communication and analytical skills. 
 Working toward Project deadlines. 
 Flexible team player.",2
141,141,27439,100,0.887,Male,Has relevent experience,Part time course,Graduate,STEM,15.0,,,1.0,61,"To secure a challenging position where I can effectively contribute my skills as Software Engineer. 
Hardworking and eager to get opportunities for improve myself professionally and contribute to 
the growth of the organization with quality services. 
 
Tools: Eclipse, Visual Studio",2
142,142,18426,21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10.0,,,1.0,23,"Looking for a challenging role in a reputable organization to utilize my technical, and management skills for the growth of the organization as well as to enhance my knowledge about new and emerging trends in the IT sector.",2
143,143,9789,160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,10000+,Pvt Ltd,4.0,4,To work for an organization which provides me the opportunity to improve my skills and knowledge to growth along with the organization objective.,2
144,144,28172,114,0.9259999999999999,,Has relevent experience,no_enrollment,Masters,STEM,20.0,100-500,Pvt Ltd,4.0,139,2 years experience of software engineer.,1
145,145,9184,136,0.897,Male,Has relevent experience,Part time course,Masters,STEM,3.0,10000+,Pvt Ltd,1.0,34,NONE,2
146,146,3587,16,0.91,Male,Has relevent experience,no_enrollment,Masters,Humanities,7.0,,Pvt Ltd,4.0,21," Presently working with Mphasis Limited as a Java Developer, Bangalore from 
 
JAN 2018 - Till Date. 
 
 Involved in all phases of Software Development life cycle including Analysis, Design, 
 
Development and Testing. 
 
 Worked under Agile Methodology. 
 2+ years of Relevant experience in Software Application Development using Java 8, Spring Boot, Hibernate, Micro Services, RESTful Web Services, Oracle DB.",2
147,147,1167,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15.0,100-500,Pvt Ltd,4.0,10,"Seeking a position to utilize my skills and abilities in computer industries that offers personal growth while being resourceful, innovative and flexible. Willing to work as a key player in challenging and creative world and excel in team collaboration and solution brainstorming.",2
148,148,1663,134,0.698,,Has relevent experience,Part time course,Masters,STEM,20.0,,,4.0,15,#NAME?,2
149,149,20948,44,0.725,,Has relevent experience,no_enrollment,Masters,STEM,5.0,10/49,,,42,NONE,2
150,150,31594,41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,20.0,50-99,Funded Startup,4.0,154," Corporate professional with 2.1 years of industrial experience (including 9 months of Organization Executive). 
 A Software Developer with more than 1.1years experience into Design, Analysis, Testing, Maintenance and User Interface implementation. 
 Skilled Web developer with proven expertise in using new tools and technical developments. 
 Have working knowledge of Core JAVA, J2EE, HTML, CSS, Mysql, JavaScript, JQuery, WordPress & debugging skills. 
 Possess good inter-personal, communication and analytical skills. 
 Working toward Project deadlines. 
 Flexible team player.",1
151,151,27117,90,0.698,Male,No relevent experience,Full time course,Graduate,STEM,1.0,,,0.0,8,"To secure a challenging position where I can effectively contribute my skills as Software Engineer. 
Hardworking and eager to get opportunities for improve myself professionally and contribute to 
the growth of the organization with quality services. 
 
Tools: Eclipse, Visual Studio",2
152,152,678,160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,10000+,Pvt Ltd,1.0,84,"Looking for a challenging role in a reputable organization to utilize my technical, and management skills for the growth of the organization as well as to enhance my knowledge about new and emerging trends in the IT sector.",1
153,153,1441,103,0.92,Male,No relevent experience,Full time course,Masters,STEM,16.0,,,0.0,96,"Expertise in Core and Advance Java, Swing, JDBC, JSP 
 Expertise in MySQL Database. 
 Expertise in NetBeans IDE for the development of Java projects. 
 Expertise in Microsoft Office package, Photoshop and Pagemaker. 
 Good hand in PHP Language. 
 Knowledge of XAMPP Web Server. 
 Knowledge in iReport ( JasperSoft) Reporting Tool. 
 Team Handling, Having Strong Analytical, Problem Solving & Interpersonal Skills.",1
